company_name,salary,year,edu,job_name,pos_count,salary_lower,salary_upper,city
Company 04026,7.0,1-3 years,Bachelor degree,Role 00008,2,6,8,Hangzhou
Company 00133,35.0,3-5 years,Postgraduate,Role 01322,6,25,45,Hangzhou
Company 04027,17.5,3-5 years,Bachelor degree,Role 01323,6,15,20,Hangzhou
Company 00133,40.0,3-5 years,Bachelor degree,Data Analyst Specialist,5,30,50,Hangzhou
Company 00059,40.0,3-5 years,Bachelor degree,Role 00008,1,30,50,Hangzhou
Company 00139,15.0,3-5 years,Bachelor degree,Data Analyst,6,10,20,Hangzhou
Company 03992,25.5,3-5 years,Bachelor degree,Role 00068,6,21,30,Hangzhou
Company 04028,9.5,3-5 years,Bachelor degree,Role 00008,5,7,12,Hangzhou
Company 03773,12.5,Experience not required,Bachelor degree,Role 00008,6,10,15,Hangzhou
Company 02614,22.5,1-3 years,Bachelor degree,Role 00008,3,15,30,Hangzhou
Company 02614,17.5,3-5 years,Education not specified,Role 00008,1,15,20,Hangzhou
Company 00133,55.0,5+ years,Postgraduate,Role 00008,3,40,70,Hangzhou
Company 02614,18.0,3-5 years,Bachelor degree,Role 00049,6,12,24,Hangzhou
Company 00059,22.5,Less than 1 year,Postgraduate,Role 00008,4,15,30,Hangzhou
Company 00059,30.5,5+ years,Bachelor degree,Role 00008,3,26,35,Hangzhou
CTIT,2.5,Experience not required,Education not specified,Role 01324,5,2,3,Hangzhou
Company 04029,10.0,Experience not required,Bachelor degree,Role 00008,6,8,12,Hangzhou
Company 04030,20.0,3-5 years,Bachelor degree,Data Analyst,2,15,25,Hangzhou
Company 04031,6.0,1-3 years,Associate degree,Role 01301,4,4,8,Hangzhou
Company 04030,38.0,5+ years,Bachelor degree,Senior Data Analyst,2,26,50,Hangzhou
Company 02614,12.5,3-5 years,Postgraduate,Role 00037,2,10,15,Hangzhou
Company 04032,7.5,Less than 1 year,Bachelor degree,Role 00008,4,6,9,Hangzhou
Company 03872,15.0,3-5 years,Bachelor degree,Senior Data Analyst,2,12,18,Hangzhou
Company 02142,32.5,5+ years,Bachelor degree,Role 01325,6,25,40,Hangzhou
Company 02142,30.0,1-3 years,Bachelor degree,Role 00049,3,20,40,Hangzhou
Company 00135,7.0,Experience not required,Bachelor degree,Role 00008,1,6,8,Hangzhou
Company 04033,3.0,Experience not required,Bachelor degree,Role 00052,3,2,4,Hangzhou
Company 02142,40.0,3-5 years,Bachelor degree,Role 00008,2,30,50,Hangzhou
Company 03751,12.0,3-5 years,Bachelor degree,Role 00008,5,8,16,Hangzhou
Smartbill,6.0,Experience not required,Bachelor degree,Role 00661,4,4,8,Hangzhou
Company 02142,30.0,5+ years,Bachelor degree,Data Analyst Manager,2,20,40,Hangzhou
Company 03889,15.0,Experience not required,Bachelor degree,Role 00075,2,10,20,Hangzhou
Company 03735,18.0,3-5 years,Bachelor degree,Role 01326,4,12,24,Hangzhou
Company 00133,30.0,5+ years,Bachelor degree,Role 00075,1,20,40,Hangzhou
Company 02015,52.5,5+ years,Bachelor degree,Role 00075,2,50,55,Hangzhou
Company 03822,20.0,3-5 years,Bachelor degree,Role 00075,2,15,25,Hangzhou
Company 04034,30.0,5+ years,Bachelor degree,Role 00075,3,20,40,Hangzhou
Company 04035,21.5,3-5 years,Bachelor degree,Role 00075,2,18,25,Hangzhou
Company 04036,17.5,3-5 years,Bachelor degree,Role 00075,2,15,20,Hangzhou
Company 04037,22.5,5+ years,Bachelor degree,Role 00075,2,15,30,Hangzhou
Company 03822,24.0,Less than 1 year,Bachelor degree,Role 00075,2,18,30,Hangzhou
Company 00738,19.5,5+ years,Associate degree,Role 00075,3,15,24,Hangzhou
Company 01869,22.5,3-5 years,Bachelor degree,Role 00075,4,15,30,Hangzhou
Company 04038,16.5,3-5 years,Bachelor degree,Role 00075,6,11,22,Hangzhou
Company 04039,6.5,Fresh graduate,Bachelor degree,Role 00075,2,5,8,Hangzhou
Company 04040,30.0,5+ years,Bachelor degree,Role 00075,1,20,40,Hangzhou
Company 03735,22.5,3-5 years,Bachelor degree,Role 00185,3,15,30,Hangzhou
Company 04011,15.0,1-3 years,Bachelor degree,Role 00075,2,10,20,Hangzhou
Company 04041,24.0,5+ years,Bachelor degree,Role 00075,1,18,30,Hangzhou
Company 03699,12.5,3-5 years,Bachelor degree,Role 00075,3,10,15,Hangzhou
Company 04042,10.5,3-5 years,Bachelor degree,Role 00075,4,8,13,Hangzhou
Company 03719,20.0,Experience not required,Bachelor degree,Role 00075,1,15,25,Hangzhou
Company 04043,30.0,5+ years,Bachelor degree,Role 00075,1,20,40,Hangzhou
Company 04033,20.0,3-5 years,Bachelor degree,Role 00075,4,15,25,Hangzhou
Company 04044,22.5,5+ years,Bachelor degree,Role 00075,6,15,30,Hangzhou
Company 03830,25.0,5+ years,Bachelor degree,Role 00075,2,20,30,Hangzhou
Company 04045,6.0,1-3 years,Associate degree,Role 00075,5,5,7,Hangzhou
Company 04046,10.0,3-5 years,Bachelor degree,Role 00075,3,8,12,Hangzhou
Company 04047,25.0,3-5 years,Bachelor degree,Role 00416,4,20,30,Hangzhou
Company 04048,15.5,5+ years,Bachelor degree,Role 00075,1,11,20,Hangzhou
Company 04049,7.5,Experience not required,Bachelor degree,Role 01327,4,5,10,Hangzhou
Company 03735,11.5,1-3 years,Bachelor degree,Role 00075,2,10,13,Hangzhou
Company 04050,15.5,3-5 years,Bachelor degree,Role 00075,1,11,20,Hangzhou
Company 03869,20.0,3-5 years,Bachelor degree,Role 00075,5,15,25,Hangzhou
Company 04041,16.0,3-5 years,Bachelor degree,Role 00200,4,12,20,Hangzhou
Company 02009,22.5,1-3 years,Bachelor degree,Role 00075,1,15,30,Hangzhou
Company 04051,6.5,Experience not required,Education not specified,Role 00075,3,5,8,Hangzhou
Company 02454,30.0,3-5 years,Bachelor degree,Role 00839,6,20,40,Hangzhou
Company 02275,18.0,3-5 years,Bachelor degree,Role 00167,5,12,24,Hangzhou
Company 00736,30.0,3-5 years,Bachelor degree,Role 00075,6,20,40,Hangzhou
Company 03853,16.5,3-5 years,Bachelor degree,Role 00075,1,11,22,Hangzhou
Company 04041,24.0,5+ years,Bachelor degree,Role 01328,1,18,30,Hangzhou
Company 00133,37.5,5+ years,Bachelor degree,Role 00075,4,25,50,Hangzhou
Company 03735,22.5,5+ years,Bachelor degree,Role 00075,1,15,30,Hangzhou
Company 02454,32.5,3-5 years,Bachelor degree,Role 00546,2,25,40,Hangzhou
Company 04052,11.5,3-5 years,Bachelor degree,Role 01329,1,9,14,Hangzhou
Company 02843,20.0,Experience not required,Bachelor degree,Role 00075,1,15,25,Hangzhou
Company 04053,12.5,3-5 years,Associate degree,Role 00075,3,10,15,Hangzhou
Company 04054,22.5,5+ years,Bachelor degree,Role 00168,2,20,25,Hangzhou
Company 04055,8.5,Experience not required,Education not specified,Role 00075,1,6,11,Hangzhou
Company 04056,27.5,5+ years,Bachelor degree,Role 00230,1,20,35,Hangzhou
Company 04057,21.5,3-5 years,Bachelor degree,Role 00168,5,18,25,Hangzhou
Company 04058,11.5,1-3 years,Associate degree,Role 00075,2,9,14,Hangzhou
Company 03853,15.0,3-5 years,Bachelor degree,Role 00075,2,10,20,Hangzhou
Company 00059,30.0,3-5 years,Postgraduate,Role 00075,3,20,40,Hangzhou
Company 02614,20.0,3-5 years,Bachelor degree,Role 00075,2,15,25,Hangzhou
Company 00059,32.0,5+ years,Bachelor degree,Role 00094,4,24,40,Hangzhou
Company 03830,22.5,3-5 years,Bachelor degree,Role 01330,5,15,30,Hangzhou
Company 04041,22.5,5+ years,Bachelor degree,Role 00075,6,15,30,Hangzhou
Company 03822,11.5,1-3 years,Bachelor degree,Role 00075,2,8,15,Hangzhou
Company 02251,13.5,Experience not required,Bachelor degree,Role 00075,3,11,16,Hangzhou
Company 04059,9.5,Experience not required,Associate degree,Role 00075,4,7,12,Hangzhou
Company 03832,30.0,3-5 years,Bachelor degree,Role 01577,1,20,40,Hangzhou
Company 03830,24.0,5+ years,Bachelor degree,Role 01689,2,18,30,Hangzhou
Company 04060,21.5,3-5 years,Bachelor degree,Role 00075,1,18,25,Hangzhou
Company 04061,17.0,3-5 years,Associate degree,Role 00075,2,12,22,Hangzhou
Company 04011,14.0,3-5 years,Bachelor degree,Role 00075,4,13,15,Hangzhou
Company 02614,15.0,3-5 years,Bachelor degree,Role 00075,2,10,20,Hangzhou
Company 01108,19.0,3-5 years,Bachelor degree,Role 01332,1,15,23,Hangzhou
Company 04062,10.5,1-3 years,Bachelor degree,Role 00170,3,8,13,Hangzhou
Company 04006,22.5,3-5 years,Bachelor degree,Role 00075,5,15,30,Hangzhou
Company 04063,23.0,3-5 years,Bachelor degree,Role 01690,6,16,30,Hangzhou
Company 03849,20.0,1-3 years,Bachelor degree,Role 00075,5,15,25,Hangzhou
Company 03799,18.0,3-5 years,Bachelor degree,Role 00075,1,12,24,Hangzhou
Company 03065,10.5,1-3 years,Bachelor degree,Role 00075,5,8,13,Hangzhou
Company 02275,30.0,5+ years,Bachelor degree,Role 00094,4,20,40,Hangzhou
Company 03872,27.5,3-5 years,Bachelor degree,Role 00094,4,20,35,Hangzhou
Company 04064,14.5,3-5 years,Bachelor degree,Role 00075,1,11,18,Hangzhou
Company 03878,15.0,1-3 years,Bachelor degree,Role 00075,1,12,18,Hangzhou
Company 03851,12.5,3-5 years,Bachelor degree,Role 00075,6,10,15,Hangzhou
Company 00133,35.0,5+ years,Bachelor degree,Role 00546,6,30,40,Hangzhou
Company 04063,25.0,3-5 years,Bachelor degree,Role 00075,4,20,30,Hangzhou
Company 03911,30.0,3-5 years,Bachelor degree,Role 01334,3,20,40,Hangzhou
Company 03861,21.5,3-5 years,Bachelor degree,Role 00421,3,18,25,Hangzhou
Company 03909,12.5,3-5 years,Bachelor degree,Role 00075,4,10,15,Hangzhou
Company 04065,17.5,1-3 years,Associate degree,Role 00168,3,15,20,Hangzhou
Company 04051,8.0,1-3 years,Bachelor degree,Role 00075,3,6,10,Hangzhou
Company 02614,22.5,5+ years,Bachelor degree,Role 00075,1,15,30,Hangzhou
Company 03916,31.0,3-5 years,Associate degree,Role 00075,6,22,40,Hangzhou
Company 04066,10.5,3-5 years,Bachelor degree,Role 00075,5,8,13,Hangzhou
Company 03830,29.0,5+ years,Bachelor degree,Role 00402,5,23,35,Hangzhou
Company 03806,20.0,3-5 years,Bachelor degree,Role 00075,4,15,25,Hangzhou
Company 03735,11.5,3-5 years,Bachelor degree,Role 00075,6,9,14,Hangzhou
Company 03830,22.5,3-5 years,Bachelor degree,Role 00230,1,15,30,Hangzhou
Company 00751,15.0,1-3 years,Bachelor degree,Role 00185,3,10,20,Hangzhou
Company 04034,19.0,5+ years,Bachelor degree,Role 01691,4,14,24,Hangzhou
Company 04067,16.5,3-5 years,Bachelor degree,Role 00075,4,15,18,Hangzhou
Company 03878,25.0,5+ years,Bachelor degree,Role 00548,2,20,30,Hangzhou
Company 00133,45.0,5+ years,Postgraduate,Role 01336,4,40,50,Hangzhou
Company 04068,14.5,3-5 years,Bachelor degree,Role 01015,5,11,18,Hangzhou
Company 01355,22.5,3-5 years,Bachelor degree,Role 00075,1,15,30,Hangzhou
Company 03904,26.5,3-5 years,Bachelor degree,Role 01337,1,18,35,Hangzhou
Company 03861,22.0,3-5 years,Bachelor degree,Role 01338,1,16,28,Hangzhou
Company 03849,18.5,5+ years,Bachelor degree,Role 00075,5,15,22,Hangzhou
Company 04069,12.5,3-5 years,Bachelor degree,Role 00075,4,10,15,Hangzhou
Company 00193,15.5,1-3 years,Bachelor degree,Role 00075,3,11,20,Hangzhou
Company 01355,4.0,Experience not required,Bachelor degree,Role 01339,4,3,5,Hangzhou
Company 00026,37.5,3-5 years,Bachelor degree,Role 00168,3,25,50,Hangzhou
Company 04070,8.0,1-3 years,Bachelor degree,Role 00075,4,6,10,Hangzhou
Company 04071,24.0,3-5 years,Bachelor degree,Role 00075,6,20,28,Hangzhou
Company 04044,19.0,3-5 years,Associate degree,Role 00075,3,13,25,Hangzhou
Company 04072,12.5,3-5 years,Bachelor degree,Role 00173,3,10,15,Hangzhou
Company 04073,20.0,3-5 years,Bachelor degree,Role 00075,1,15,25,Hangzhou
Company 03704,21.5,Experience not required,Bachelor degree,Role 00075,6,15,28,Hangzhou
Company 04074,13.0,3-5 years,Bachelor degree,Role 00075,2,11,15,Hangzhou
Company 03830,22.5,3-5 years,Bachelor degree,Role 00075,2,15,30,Hangzhou
Company 04075,17.5,5+ years,Associate degree,Role 00075,6,15,20,Hangzhou
Company 03878,25.0,5+ years,Bachelor degree,Role 00075,4,20,30,Hangzhou
Company 01869,27.5,3-5 years,Bachelor degree,Role 01692,2,20,35,Hangzhou
Company 04076,15.5,3-5 years,Bachelor degree,Role 00075,4,11,20,Hangzhou
Company 03850,20.0,3-5 years,Bachelor degree,Role 00075,2,15,25,Hangzhou
Company 04068,17.0,5+ years,Bachelor degree,Role 00754,1,14,20,Hangzhou
Company 02142,30.0,5+ years,Education not specified,Role 00075,5,20,40,Hangzhou
Company 03872,20.0,3-5 years,Bachelor degree,Role 00183,1,15,25,Hangzhou
Company 04077,20.0,3-5 years,Bachelor degree,Role 00075,3,15,25,Hangzhou
Company 04078,16.0,5+ years,Bachelor degree,Role 00075,6,12,20,Hangzhou
Company 04079,15.0,5+ years,Bachelor degree,Role 00075,2,12,18,Hangzhou
Company 02454,30.0,3-5 years,Bachelor degree,Role 01341,6,20,40,Hangzhou
ABC360,27.5,3-5 years,Associate degree,Role 01342,6,20,35,Hangzhou
Company 04080,22.5,3-5 years,Bachelor degree,Role 00075,1,15,30,Hangzhou
Company 04081,12.5,3-5 years,Bachelor degree,Role 00075,6,10,15,Hangzhou
Company 01355,20.0,3-5 years,Bachelor degree,Role 00168,4,15,25,Hangzhou
Company 03830,22.5,5+ years,Bachelor degree,Role 00094,6,15,30,Hangzhou
Company 02454,30.0,3-5 years,Bachelor degree,Role 00565,3,20,40,Hangzhou
Company 04082,16.0,Experience not required,Bachelor degree,Role 00075,2,12,20,Hangzhou
Company 04083,25.0,5+ years,Bachelor degree,Role 00168,3,20,30,Hangzhou
Company 01108,20.5,5+ years,Bachelor degree,Role 01332,1,18,23,Hangzhou
Company 03904,30.0,3-5 years,Bachelor degree,Role 01577,5,20,40,Hangzhou
Company 04084,20.0,3-5 years,Bachelor degree,Role 00075,1,17,23,Hangzhou
Company 04085,6.0,1-3 years,Bachelor degree,Role 00075,4,4,8,Hangzhou
Company 03918,10.0,1-3 years,Bachelor degree,Role 00217,1,8,12,Hangzhou
Company 04086,22.5,Experience not required,Bachelor degree,Role 00075,4,15,30,Hangzhou
Company 04087,16.0,3-5 years,Bachelor degree,Role 00075,3,12,20,Hangzhou
Company 03823,15.0,1-3 years,Associate degree,Role 00206,6,10,20,Hangzhou
Company 00297,30.0,5+ years,Bachelor degree,Role 00183,6,20,40,Hangzhou
Company 04088,15.0,3-5 years,Bachelor degree,Role 00075,6,12,18,Hangzhou
Company 02276,30.0,5+ years,Bachelor degree,Role 00593,3,20,40,Hangzhou
Company 04074,17.5,3-5 years,Bachelor degree,Role 00075,3,15,20,Hangzhou
Company 03923,15.5,3-5 years,Bachelor degree,Role 00075,1,11,20,Hangzhou
Company 04089,30.0,5+ years,Bachelor degree,Role 00075,4,20,40,Hangzhou
Company 01355,18.0,Experience not required,Bachelor degree,Role 00075,4,12,24,Hangzhou
Fordeal,40.0,3-5 years,Bachelor degree,Role 01343,2,30,50,Hangzhou
Company 03829,30.0,3-5 years,Bachelor degree,Role 01344,4,20,40,Hangzhou
Company 00133,32.5,3-5 years,Bachelor degree,Role 00396,6,25,40,Hangzhou
Company 03829,20.0,5+ years,Bachelor degree,Role 00075,6,15,25,Hangzhou
Company 00139,22.5,5+ years,Bachelor degree,Role 00230,2,15,30,Hangzhou
Company 01598,30.0,5+ years,Bachelor degree,Role 01345,1,20,40,Hangzhou
Company 04090,13.5,3-5 years,Bachelor degree,Role 00075,6,11,16,Hangzhou
Company 04091,20.0,3-5 years,Bachelor degree,Role 01645,4,15,25,Hangzhou
Company 04092,27.5,5+ years,Bachelor degree,Role 00230,6,20,35,Hangzhou
Company 02843,22.5,3-5 years,Bachelor degree,Role 00075,1,15,30,Hangzhou
Company 03699,12.5,5+ years,Bachelor degree,Role 00075,3,10,15,Hangzhou
Company 03914,16.0,1-3 years,Bachelor degree,Role 00075,1,12,20,Hangzhou
Company 02843,18.0,5+ years,Bachelor degree,Role 00075,1,12,24,Hangzhou
Company 04093,15.0,5+ years,Bachelor degree,Role 00075,6,10,20,Hangzhou
Company 00133,30.0,3-5 years,Education not specified,Role 00075,2,20,40,Hangzhou
Company 04060,24.0,3-5 years,Bachelor degree,Role 00206,6,20,28,Hangzhou
Company 03860,20.0,3-5 years,Bachelor degree,Role 01693,2,15,25,Hangzhou
Company 01869,22.5,5+ years,Bachelor degree,Role 01694,4,15,30,Hangzhou
Company 04094,17.0,3-5 years,Bachelor degree,Role 00075,3,12,22,Hangzhou
Company 03967,18.0,3-5 years,Bachelor degree,Role 00075,6,12,24,Hangzhou
Company 03834,27.5,3-5 years,Bachelor degree,Role 00073,6,20,35,Hangzhou
Company 01385,22.5,3-5 years,Associate degree,Role 00075,4,15,30,Hangzhou
Company 02276,30.0,3-5 years,Bachelor degree,Role 01349,4,25,35,Hangzhou
Company 04095,20.0,3-5 years,Bachelor degree,Role 00075,2,15,25,Hangzhou
Company 03904,31.0,5+ years,Bachelor degree,Role 01350,1,22,40,Hangzhou
Company 03829,15.5,1-3 years,Bachelor degree,Role 00075,4,11,20,Hangzhou
Company 04096,12.5,3-5 years,Bachelor degree,Role 00075,5,10,15,Hangzhou
Company 04058,17.5,3-5 years,Bachelor degree,Role 00075,6,15,20,Hangzhou
Company 02142,32.5,3-5 years,Bachelor degree,Role 00587,4,25,40,Hangzhou
Company 04097,20.0,5+ years,Bachelor degree,Role 00075,6,15,25,Hangzhou
Company 00133,22.5,5+ years,Education not specified,Role 00712,2,15,30,Hangzhou
Company 03832,30.0,3-5 years,Bachelor degree,Role 01577,1,20,40,Hangzhou
Company 02454,30.0,3-5 years,Bachelor degree,Role 00847,1,20,40,Hangzhou
Company 04098,10.0,3-5 years,Bachelor degree,Role 00075,6,8,12,Hangzhou
Company 04099,17.5,1-3 years,Bachelor degree,Role 00075,1,15,20,Hangzhou
Company 01682,15.5,1-3 years,Bachelor degree,Role 00075,6,11,20,Hangzhou
Company 03849,15.0,Experience not required,Education not specified,Role 00168,6,10,20,Hangzhou
Company 04100,6.5,Less than 1 year,Bachelor degree,Role 00075,3,5,8,Hangzhou
Company 00139,17.5,3-5 years,Bachelor degree,Role 00075,4,13,22,Hangzhou
Company 04101,15.0,3-5 years,Bachelor degree,Role 00075,1,12,18,Hangzhou
Company 04102,20.0,5+ years,Bachelor degree,Role 01351,2,15,25,Hangzhou
Company 04103,18.0,3-5 years,Associate degree,Role 00075,3,12,24,Hangzhou
Company 02194,15.0,3-5 years,Bachelor degree,Role 00075,5,10,20,Hangzhou
Company 04096,20.0,3-5 years,Bachelor degree,Role 00075,2,15,25,Hangzhou
Company 04096,20.0,5+ years,Bachelor degree,Role 00168,6,15,25,Hangzhou
vivo,45.0,3-5 years,Bachelor degree,Role 00094,6,30,60,Hangzhou
Company 03972,22.5,5+ years,Bachelor degree,Role 00168,3,15,30,Hangzhou
Company 00995,13.5,3-5 years,Bachelor degree,Role 00075,6,9,18,Hangzhou
Company 04104,15.0,3-5 years,Bachelor degree,Role 00073,5,10,20,Hangzhou
Company 04105,12.5,1-3 years,Bachelor degree,Role 00075,1,10,15,Hangzhou
Company 04106,9.5,3-5 years,Associate degree,Role 00075,4,8,11,Hangzhou
Company 04107,12.0,Less than 1 year,Bachelor degree,Role 00075,4,8,16,Hangzhou
Company 04108,11.5,3-5 years,Bachelor degree,Role 00075,4,9,14,Hangzhou
Company 00995,18.0,3-5 years,Bachelor degree,Role 01695,4,12,24,Hangzhou
Company 03846,20.0,5+ years,Bachelor degree,Role 01353,3,15,25,Hangzhou
Company 01869,20.0,3-5 years,Bachelor degree,Role 01696,4,15,25,Hangzhou
Company 02454,30.0,3-5 years,Bachelor degree,Role 01355,4,25,35,Hangzhou
Company 04109,8.0,3-5 years,Associate degree,Role 00075,1,6,10,Hangzhou
Company 03691,25.0,5+ years,Bachelor degree,Role 00073,3,20,30,Hangzhou
Company 03834,27.5,3-5 years,Bachelor degree,Role 01356,2,20,35,Hangzhou
Company 04091,27.5,5+ years,Bachelor degree,Role 01645,4,20,35,Hangzhou
Company 04110,12.5,1-3 years,Associate degree,Role 00075,2,10,15,Hangzhou
Company 03886,25.0,3-5 years,Bachelor degree,Role 01534,1,20,30,Hangzhou
Company 00139,22.5,3-5 years,Bachelor degree,Role 00413,3,15,30,Hangzhou
Company 03854,15.0,3-5 years,Bachelor degree,Role 00075,1,12,18,Hangzhou
Company 04111,20.0,3-5 years,Bachelor degree,Role 00075,5,15,25,Hangzhou
Company 01296,17.5,3-5 years,Bachelor degree,Role 00075,5,15,20,Hangzhou
Company 04112,12.5,3-5 years,Bachelor degree,Role 00075,4,10,15,Hangzhou
Company 03368,27.0,3-5 years,Bachelor degree,Role 00075,2,18,36,Hangzhou
Company 03792,20.0,1-3 years,Postgraduate,Role 00075,3,15,25,Hangzhou
Company 03834,27.5,3-5 years,Bachelor degree,Role 00581,3,20,35,Hangzhou
Company 04037,16.5,5+ years,Bachelor degree,Role 00230,6,13,20,Hangzhou
Company 04113,10.0,1-3 years,Education not specified,Role 00075,6,8,12,Hangzhou
Company 04114,12.5,3-5 years,Bachelor degree,Role 00075,6,10,15,Hangzhou
Company 03877,15.0,3-5 years,Bachelor degree,Role 00073,6,12,18,Hangzhou
Company 04115,13.5,3-5 years,Bachelor degree,Role 00075,1,9,18,Hangzhou
Company 04116,22.5,5+ years,Bachelor degree,Role 00230,1,15,30,Hangzhou
Company 02275,18.0,3-5 years,Bachelor degree,Role 00075,5,12,24,Hangzhou
Company 00133,27.5,5+ years,Bachelor degree,Role 01357,3,20,35,Hangzhou
Company 04117,22.5,5+ years,Bachelor degree,Role 01358,6,15,30,Hangzhou
Company 04118,20.0,3-5 years,Bachelor degree,Role 00168,4,15,25,Hangzhou
Company 04119,27.5,3-5 years,Bachelor degree,Role 00075,2,20,35,Hangzhou
Company 02454,27.5,3-5 years,Bachelor degree,Role 00546,6,20,35,Hangzhou
Company 03691,40.0,5+ years,Bachelor degree,Role 01359,6,30,50,Hangzhou
Company 04065,15.0,1-3 years,Education not specified,Role 00075,4,10,20,Hangzhou
Company 03878,24.0,5+ years,Bachelor degree,Role 00230,5,18,30,Hangzhou
Company 04120,12.5,3-5 years,Bachelor degree,Role 00075,3,10,15,Hangzhou
Company 03810,16.5,3-5 years,Bachelor degree,Role 00075,2,15,18,Hangzhou
Company 04121,15.0,3-5 years,Associate degree,Role 00075,1,11,19,Hangzhou
Company 04122,20.0,3-5 years,Bachelor degree,Role 00075,4,15,25,Hangzhou
Company 01108,21.5,3-5 years,Bachelor degree,Role 01360,1,18,25,Hangzhou
SHEIN,42.5,5+ years,Bachelor degree,Role 01361,3,30,55,Hangzhou
Company 04123,15.5,5+ years,Bachelor degree,Role 00075,6,11,20,Hangzhou
Company 04124,9.5,1-3 years,Bachelor degree,Role 00075,6,7,12,Hangzhou
Company 04004,20.0,3-5 years,Bachelor degree,Role 00075,1,15,25,Hangzhou
Company 04125,13.5,5+ years,Bachelor degree,Role 00075,3,11,16,Hangzhou
Company 04126,10.0,1-3 years,Bachelor degree,Role 00075,2,8,12,Hangzhou
Company 03830,25.0,5+ years,Bachelor degree,Role 01330,6,20,30,Hangzhou
Company 04127,8.0,1-3 years,Bachelor degree,Role 01574,1,6,10,Hangzhou
Company 00133,30.0,5+ years,Bachelor degree,Role 00094,4,25,35,Hangzhou
vivo,35.0,3-5 years,Bachelor degree,Role 01362,2,25,45,Hangzhou
Company 00116,30.0,5+ years,Bachelor degree,Role 01363,6,25,35,Hangzhou
Company 03967,22.5,3-5 years,Associate degree,Role 00075,6,15,30,Hangzhou
Company 04128,12.5,3-5 years,Bachelor degree,Role 00075,6,10,15,Hangzhou
Company 04129,10.5,1-3 years,Education not specified,Role 00075,4,8,13,Hangzhou
Company 04130,18.0,3-5 years,Bachelor degree,Role 00230,3,12,24,Hangzhou
Company 03915,19.0,3-5 years,Bachelor degree,Role 01697,3,13,25,Hangzhou
Company 00116,35.0,3-5 years,Bachelor degree,Role 00075,5,30,40,Hangzhou
Company 04131,10.5,1-3 years,Bachelor degree,Role 00075,1,8,13,Hangzhou
Company 04082,12.5,3-5 years,Bachelor degree,Role 00565,4,10,15,Hangzhou
Company 02142,40.0,5+ years,Bachelor degree,Role 01698,3,30,50,Hangzhou
Company 03779,25.0,3-5 years,Bachelor degree,Role 00075,4,20,30,Hangzhou
Company 04132,16.0,3-5 years,Bachelor degree,Role 00075,2,12,20,Hangzhou
Company 04133,13.0,5+ years,Associate degree,Role 00075,1,11,15,Hangzhou
Company 03853,18.0,5+ years,Bachelor degree,Role 00075,6,12,24,Hangzhou
Company 02614,26.5,5+ years,Bachelor degree,Role 00183,5,18,35,Hangzhou
Company 00751,16.0,1-3 years,Bachelor degree,Role 00075,4,12,20,Hangzhou
Company 04134,20.0,3-5 years,Education not specified,Role 00075,4,15,25,Hangzhou
Company 04135,10.5,1-3 years,Bachelor degree,Role 00075,1,8,13,Hangzhou
Company 04117,11.5,3-5 years,Bachelor degree,Role 01366,4,8,15,Hangzhou
Company 01274,25.0,3-5 years,Bachelor degree,Role 00094,5,20,30,Hangzhou
Company 01869,18.0,3-5 years,Bachelor degree,Role 01699,5,12,24,Hangzhou
Company 04136,22.5,3-5 years,Bachelor degree,Role 00075,3,15,30,Hangzhou
Company 01411,23.5,Experience not required,Bachelor degree,Role 00413,6,19,28,Hangzhou
Company 04137,8.0,Fresh graduate,Bachelor degree,Role 00075,5,6,10,Hangzhou
Company 04138,22.5,3-5 years,Bachelor degree,Role 00075,2,15,30,Hangzhou
Company 04139,22.5,3-5 years,Bachelor degree,Role 00094,2,15,30,Hangzhou
Company 03982,14.5,3-5 years,Bachelor degree,Role 00197,5,11,18,Hangzhou
Company 04084,17.0,3-5 years,Bachelor degree,Role 00075,6,12,22,Hangzhou
Company 01598,40.0,5+ years,Bachelor degree,Role 00408,4,30,50,Hangzhou
Company 04140,20.0,3-5 years,Bachelor degree,Role 00075,4,15,25,Hangzhou
Company 03822,15.0,5+ years,Bachelor degree,Role 00833,1,12,18,Hangzhou
Company 03851,15.5,3-5 years,Bachelor degree,Role 00075,4,11,20,Hangzhou
Company 04141,12.5,1-3 years,Bachelor degree,Role 00075,4,10,15,Hangzhou
Company 02614,25.0,3-5 years,Bachelor degree,Role 01638,5,20,30,Hangzhou
Company 04142,10.5,Experience not required,Bachelor degree,Role 00075,5,8,13,Hangzhou
Company 02009,20.0,3-5 years,Associate degree,Role 00188,3,15,25,Hangzhou
Company 04143,30.0,3-5 years,Bachelor degree,Role 00168,4,20,40,Hangzhou
Company 04041,32.5,5+ years,Bachelor degree,Role 01700,1,25,40,Hangzhou
Company 04144,12.5,1-3 years,Associate degree,Role 00075,3,10,15,Hangzhou
Company 04145,16.5,3-5 years,Associate degree,Role 00075,5,11,22,Hangzhou
Company 04146,6.0,1-3 years,Associate degree,Role 00075,2,4,8,Hangzhou
Company 00133,30.0,5+ years,Bachelor degree,Role 01546,3,25,35,Hangzhou
Company 04147,7.0,1-3 years,Bachelor degree,Role 00075,1,6,8,Hangzhou
Company 04148,10.0,1-3 years,Bachelor degree,Role 00237,3,8,12,Hangzhou
Company 04149,32.5,5+ years,Bachelor degree,Role 01369,2,25,40,Hangzhou
